Attendance_Rate,Sleep_Hours,Previous_Scores,Internet_Usage_Time,Distance_to_School,Stress_Level,Practice_Exams_Passed,Exam_Score,total_study_load,attendance_to_study_ratio,stress_x_study,prev_efficiency,PE_Ortaokul,PE_Yok,PE_Üniversite,PE_İlkokul
96.45,8.3,33.7,5.7,5.03,2,10,56.17,31.7,4.248898678414097,43.4,1.484581497797357,False,False,False,True
80.33,8.6,24.15,8.5,29.18,2,10,32.98,25.6,4.839156626506024,31.2,1.4548192771084336,False,True,False,False
90.38,9.5,41.27,7.6,2.54,1,3,37.4,9.5,12.050666666666666,6.5,5.502666666666667,False,True,False,False
89.5,8.9,36.11,8.8,1.69,2,8,36.79,21.4,6.215277777777778,26.8,2.5076388888888888,False,False,False,True
96.98,7.7,52.1,6.6,4.66,6,13,73.02,42.2,3.2112582781456958,175.2,1.7251655629139073,False,False,True,False
79.28,8.0,28.62,9.0,38.64,4,9,33.54,24.9,4.69112426035503,63.6,1.6934911242603552,False,False,False,True
84.16,8.7,36.5,9.0,37.66,3,6,30.27,18.8,6.098550724637681,38.400000000000006,2.644927536231884,False,True,False,False
95.17,10.0,46.3,9.0,8.16,1,5,40.29,11.6,12.522368421052633,6.6,6.092105263157895,False,False,False,True
95.5,8.7,29.74,8.4,6.89,2,7,41.12,19.6,7.022058823529412,25.2,2.1867647058823527,False,False,False,True
95.37,7.8,73.43,6.6,10.0,5,14,71.23,40.9,3.4182795698924733,134.5,2.6318996415770615,False,False,True,False
82.72,8.9,67.28,8.3,20.86,2,9,56.18,29.0,3.939047619047619,40.0,3.203809523809524,False,False,False,False
89.54,8.8,29.34,7.7,23.0,3,9,41.91,22.9,6.009395973154363,41.7,1.9691275167785234,False,True,False,False
90.01,7.9,72.73,7.4,9.25,3,11,65.39,34.1,3.7348547717842324,69.30000000000001,3.017842323651452,False,False,True,False
81.59,8.6,82.93,7.3,30.39,3,13,64.83,35.6,3.4572033898305086,67.80000000000001,3.513983050847458,False,False,False,True
92.92,7.8,79.95,8.3,12.73,4,8,60.73,29.5,4.129777777777778,86.0,3.5533333333333337,False,False,False,True
75.25,7.6,36.15,9.0,36.92,4,6,35.0,23.4,4.0896739130434785,69.6,1.9646739130434783,False,False,False,False
85.95,9.0,67.75,7.8,26.44,4,12,56.49,32.3,4.035211267605634,81.2,3.18075117370892,False,True,False,False
83.85,8.2,43.45,8.9,17.74,1,6,37.77,20.6,5.375,14.6,2.7852564102564106,False,True,False,False
77.84,8.2,35.5,6.7,31.7,3,12,53.99,39.2,2.7602836879432626,81.6,1.2588652482269505,True,False,False,False
77.39,8.2,40.28,8.3,32.81,4,9,45.73,29.2,3.6504716981132077,80.8,1.9000000000000001,False,True,False,False
87.68,9.4,53.7,8.8,11.97,2,9,55.76,26.0,4.871111111111111,34.0,2.9833333333333334,False,False,False,False
91.89,7.9,60.78,8.4,13.92,3,10,53.09,34.9,3.547876447876448,74.69999999999999,2.346718146718147,True,False,False,False
83.81,8.3,68.36,5.9,37.47,2,8,59.02,26.3,4.342487046632124,36.6,3.5419689119170985,True,False,False,False
91.5,9.3,69.2,8.8,7.01,3,6,49.86,20.7,5.828025477707007,44.099999999999994,4.407643312101912,False,False,False,True
95.53,9.9,41.52,8.6,2.16,1,7,44.29,16.3,9.274757281553397,9.3,4.031067961165048,False,False,False,True
84.32,9.9,41.7,9.0,18.44,2,7,44.88,18.8,6.5874999999999995,23.6,3.2578125,False,True,False,False
79.69,7.0,48.96,7.8,32.15,5,11,43.01,33.4,3.4055555555555554,112.0,2.0923076923076924,True,False,False,False
84.84,7.7,47.95,7.2,30.98,3,10,49.1,26.8,4.766292134831461,50.400000000000006,2.693820224719101,False,False,False,True
85.1,7.2,90.98,4.9,36.82,5,11,62.94,39.7,2.865319865319865,143.5,3.0632996632996634,False,False,False,False
89.0,8.9,70.79,9.0,21.56,1,2,44.63,8.7,11.558441558441558,6.7,9.193506493506494,False,False,False,True
92.55,8.1,81.62,7.6,4.45,4,11,66.07,31.3,4.345070422535211,81.2,3.831924882629108,False,False,False,True
89.71,8.6,70.12,8.6,23.75,3,8,58.2,25.3,4.9021857923497265,51.900000000000006,3.8316939890710384,True,False,False,False
80.92,9.1,54.34,8.3,31.25,1,9,48.74,21.8,5.863768115942029,12.8,3.93768115942029,True,False,False,False
91.61,8.7,61.44,8.4,4.19,2,8,53.57,27.4,4.490686274509804,38.8,3.011764705882353,False,False,True,False
95.38,7.8,62.87,7.6,7.32,3,11,57.64,33.7,4.024472573839662,68.1,2.652742616033755,False,False,False,False
93.64,8.2,54.93,6.0,0.99,3,8,56.52,29.9,4.089082969432314,65.69999999999999,2.3986899563318778,True,False,False,False
84.35,8.9,69.56,8.4,23.95,2,8,51.01,21.8,5.699324324324324,27.6,4.7,False,True,False,False
81.01,8.0,61.58,7.0,35.53,4,9,59.5,33.6,3.164453125,98.4,2.40546875,False,False,False,False
79.67,7.8,52.26,6.8,26.99,5,12,53.25,36.1,3.1741035856573703,120.5,2.08207171314741,False,False,False,False
83.2,8.2,74.62,7.7,39.29,4,13,57.79,36.5,3.395918367346939,94.0,3.045714285714286,True,False,False,False
94.74,7.7,82.99,6.5,2.99,4,11,64.04,33.0,4.119130434782608,88.0,3.608260869565217,False,False,False,False
76.7,9.5,55.12,9.0,36.17,2,8,50.3,25.3,4.191256830601093,34.6,3.012021857923497,True,False,False,False
83.07,8.0,64.73,6.2,32.66,3,10,55.93,30.0,3.9557142857142855,60.0,3.0823809523809524,False,False,False,True
90.59,8.7,43.23,6.4,12.91,3,9,57.84,27.6,4.621938775510204,55.800000000000004,2.2056122448979587,False,False,True,False
77.74,8.2,57.12,8.2,38.95,2,10,51.67,30.2,3.6669811320754717,40.4,2.6943396226415093,False,False,False,True
88.59,8.8,34.47,9.0,11.87,2,5,37.9,16.7,6.975590551181103,23.4,2.7141732283464566,True,False,False,False
85.52,7.8,33.61,7.3,35.63,3,7,38.78,24.6,4.597849462365591,52.800000000000004,1.8069892473118279,True,False,False,False
81.33,8.0,61.71,7.8,35.29,2,12,52.38,33.9,3.551528384279476,43.8,2.694759825327511,False,False,False,True
84.49,8.8,40.68,9.0,30.43,1,9,40.2,22.9,5.6704697986577175,13.9,2.730201342281879,False,True,False,False
84.62,8.7,64.84,8.2,22.76,1,9,52.67,21.8,6.131884057971014,12.8,4.698550724637681,False,True,False,False
92.35,9.4,73.28,8.1,5.24,2,4,48.19,15.5,7.388,23.0,5.8624,False,True,False,False
84.89,9.8,39.67,9.0,21.51,1,8,41.38,20.5,6.2881481481481485,12.5,2.9385185185185185,True,False,False,False
87.62,7.9,75.85,7.2,14.59,5,14,66.76,40.3,3.2095238095238097,131.5,2.7783882783882783,False,False,False,False
84.73,8.7,60.3,8.2,31.79,3,11,55.41,30.2,4.1945544554455445,57.599999999999994,2.985148514851485,True,False,False,False
85.36,9.3,42.17,6.7,30.45,1,7,48.47,23.9,4.768715083798883,16.9,2.35586592178771,False,False,False,False
81.71,7.9,63.84,8.0,36.47,4,12,52.94,32.2,3.8542452830188676,80.8,3.0113207547169814,False,False,False,True
97.15,9.4,73.52,8.8,1.09,4,11,60.48,29.1,5.0863874345549736,72.4,3.849214659685863,False,False,True,False
80.19,7.6,64.36,7.9,32.46,2,11,52.48,32.6,3.548230088495575,43.2,2.8477876106194686,False,False,False,False
78.94,8.9,74.96,8.9,37.57,1,9,50.43,22.8,5.333783783783783,13.8,5.064864864864864,False,True,False,False
85.17,9.2,60.66,9.0,31.68,3,9,46.94,23.7,5.42484076433121,44.099999999999994,3.8636942675159234,True,False,False,False
88.9,9.2,82.48,8.2,5.64,4,7,53.92,26.3,4.379310344827586,77.2,4.063054187192118,False,False,False,True
93.91,8.0,52.01,8.2,3.71,5,10,53.33,34.7,3.6540856031128404,123.5,2.023735408560311,False,True,False,False
98.2,8.7,34.37,8.8,1.32,1,6,46.29,22.7,5.548022598870057,16.7,1.9418079096045198,False,False,False,True
87.74,9.2,65.88,7.0,25.34,3,12,61.77,32.4,4.1,61.199999999999996,3.0785046728971963,False,False,True,False
84.45,7.5,42.03,7.6,25.37,4,9,44.75,31.1,3.655844155844156,88.4,1.8194805194805195,True,False,False,False
80.82,8.3,64.84,8.7,5.0,3,9,44.1,24.5,4.8981818181818175,46.5,3.9296969696969697,True,False,False,False
85.0,6.8,78.12,3.8,16.22,6,13,74.0,45.8,2.514792899408284,196.79999999999998,2.311242603550296,False,False,True,False
89.61,8.2,57.76,8.3,13.61,2,9,49.0,25.1,5.240350877192982,32.2,3.3777777777777773,True,False,False,False
80.78,8.0,41.37,8.9,25.16,4,11,43.38,30.6,3.921359223300971,78.4,2.0082524271844657,False,False,False,False
85.74,8.6,53.78,6.0,33.11,5,14,55.71,39.4,3.2477272727272726,127.0,2.037121212121212,False,False,False,True
78.31,10.0,28.48,7.7,37.5,1,4,29.15,13.9,7.18440366972477,9.9,2.612844036697248,False,True,False,False
78.25,7.5,77.52,6.3,32.22,6,16,76.63,50.0,2.2357142857142858,204.0,2.214857142857143,False,False,True,False
90.13,8.5,79.47,5.9,17.35,3,13,65.53,37.6,3.520703125,73.80000000000001,3.1042968749999997,False,False,False,False
88.41,9.0,76.93,9.0,25.58,3,10,57.06,28.2,4.6046875,54.599999999999994,4.006770833333334,False,True,False,False
81.7,9.3,32.18,8.5,34.32,1,6,35.92,14.3,8.78494623655914,8.3,3.4602150537634406,False,True,False,False
82.44,8.0,69.28,7.0,19.88,4,13,68.38,44.0,2.57625,124.0,2.165,False,False,True,False
90.04,8.7,67.21,7.6,9.06,4,9,54.39,30.1,4.07420814479638,84.4,3.0411764705882347,False,False,False,False
90.68,8.4,74.74,8.9,7.2,5,14,65.3,39.8,3.383582089552239,129.0,2.7888059701492534,False,True,False,False
93.08,9.0,58.5,9.0,0.51,2,9,43.58,22.3,6.509090909090909,26.6,4.090909090909091,False,True,False,False
88.05,8.7,44.0,7.6,28.87,4,10,47.64,27.8,4.683510638297872,71.2,2.3404255319148937,False,False,False,False
93.59,8.0,56.0,6.5,4.89,3,9,57.65,32.4,3.8356557377049185,70.19999999999999,2.295081967213115,True,False,False,False
95.17,7.9,60.01,8.1,10.13,2,10,55.71,25.6,5.733132530120481,31.2,3.615060240963855,False,True,False,False
91.93,8.4,66.52,5.6,12.27,3,11,60.49,31.1,4.356872037914692,60.300000000000004,3.1526066350710895,False,False,False,True
82.73,8.4,83.47,8.9,22.64,3,11,60.0,31.3,3.884037558685446,60.900000000000006,3.9187793427230044,False,False,False,False
86.95,8.6,33.93,8.6,16.22,2,7,39.92,19.5,6.440740740740741,25.0,2.513333333333333,False,True,False,False
79.18,7.3,92.33,6.3,27.15,6,14,63.38,44.3,2.529712460063898,181.8,2.949840255591054,False,False,True,False
97.2,8.7,31.25,6.6,2.7,2,8,45.9,28.6,4.5,41.2,1.446759259259259,False,False,False,True
93.87,9.1,78.11,9.0,5.4,2,7,62.67,23.8,5.273595505617978,33.6,4.388202247191011,False,True,False,False
83.82,7.4,75.18,7.9,20.22,4,8,58.67,29.6,3.7088495575221234,86.4,3.3265486725663718,False,False,False,True
92.32,7.8,64.32,7.2,13.81,3,9,61.96,32.5,3.7681632653061223,70.5,2.625306122448979,False,False,False,True
93.59,8.6,72.42,7.8,12.18,4,12,58.33,34.0,4.0691304347826085,88.0,3.148695652173913,True,False,False,False
94.46,7.9,32.0,9.0,3.15,2,10,49.83,28.1,4.945549738219895,36.2,1.6753926701570678,False,False,False,True
81.81,7.8,34.28,6.0,35.88,5,10,47.23,36.1,3.0188191881918818,130.5,1.2649446494464944,True,False,False,False
79.07,7.8,41.6,6.4,27.83,2,8,40.76,27.4,3.8759803921568627,38.8,2.03921568627451,False,False,False,False
93.32,7.8,36.8,6.6,5.3,2,11,51.66,32.8,4.0929824561403505,43.6,1.6140350877192982,True,False,False,False
90.16,8.0,70.11,7.9,3.07,4,15,72.16,42.6,3.152447552447552,110.4,2.4513986013986013,False,False,True,False
75.52,9.0,35.85,8.4,39.01,2,8,30.48,23.8,4.495238095238095,31.6,2.1339285714285716,False,True,False,False
87.46,8.3,83.31,5.8,5.0,5,11,70.79,39.3,2.9849829351535835,141.5,2.843344709897611,False,False,False,False
86.05,9.3,60.52,7.4,16.99,3,13,60.24,39.3,3.152014652014652,78.9,2.216849816849817,False,False,False,False
85.94,7.4,78.25,5.8,28.22,6,14,79.79,44.7,2.7110410094637225,184.2,2.468454258675079,False,False,True,False
86.9,8.3,67.91,7.7,30.38,4,12,65.04,32.0,4.1380952380952385,80.0,3.2338095238095237,True,False,False,False
78.73,9.8,41.59,9.0,31.31,1,5,29.16,16.0,6.560833333333334,11.0,3.4658333333333338,False,True,False,False
89.33,9.0,45.37,7.1,19.38,2,11,57.98,30.5,4.357560975609756,39.0,2.213170731707317,True,False,False,False
89.55,9.5,46.84,7.0,17.48,1,5,41.63,15.2,7.995535714285714,10.2,4.182142857142858,False,False,False,True
96.39,7.8,75.82,7.3,0.94,4,10,65.31,34.8,3.7360465116279067,99.2,2.93875968992248,True,False,False,False
83.16,8.3,68.25,6.7,37.1,4,11,57.08,37.2,3.0573529411764704,104.8,2.5091911764705883,False,False,False,False
85.92,8.7,37.94,7.9,24.33,1,8,37.1,20.0,6.609230769230769,12.0,2.918461538461538,False,True,False,False
92.31,7.9,76.98,7.5,8.52,4,9,67.34,31.7,3.89493670886076,90.8,3.2481012658227852,True,False,False,False
81.18,9.0,27.01,8.9,36.82,2,7,24.9,21.7,5.170700636942676,29.4,1.7203821656050957,False,True,False,False
76.18,9.5,62.46,5.5,36.64,3,10,48.8,29.4,3.7343137254901966,58.199999999999996,3.061764705882353,False,True,False,False
80.77,8.2,52.15,7.6,39.57,3,8,49.06,28.5,3.7567441860465114,61.5,2.425581395348837,False,False,False,True
85.69,8.2,68.22,7.6,35.03,5,8,45.18,30.3,3.6776824034334763,111.5,2.927896995708154,False,False,False,True
82.25,7.1,87.01,6.4,39.91,5,13,64.89,39.5,2.9909090909090907,132.5,3.164,False,False,False,False
88.72,7.4,81.25,7.4,10.17,6,13,61.17,40.1,3.1572953736654803,162.60000000000002,2.891459074733096,False,False,True,False
80.58,8.9,48.31,6.2,33.77,3,8,46.52,23.9,4.768047337278107,47.7,2.858579881656805,False,True,False,False
77.28,8.0,48.3,3.7,33.01,4,11,56.27,39.1,2.6556701030927834,112.4,1.6597938144329896,False,False,True,False
89.21,8.9,80.35,5.3,9.62,3,12,72.4,38.1,3.291881918819188,78.30000000000001,2.964944649446494,False,False,False,False
96.3,7.9,49.34,8.4,4.39,2,7,42.3,26.6,4.674757281553398,39.2,2.3951456310679613,False,True,False,False
83.12,9.8,28.14,9.0,39.19,1,4,27.52,7.1,20.27317073170732,3.1,6.863414634146342,False,True,False,False
89.92,7.5,79.55,6.4,12.19,4,12,67.23,40.2,3.0794520547945208,112.8,2.7243150684931505,False,False,True,False
79.39,8.7,48.05,7.6,34.9,2,9,50.22,27.5,4.071282051282052,37.0,2.464102564102564,True,False,False,False
98.08,9.2,30.69,9.0,0.66,2,4,35.19,10.9,12.41518987341772,13.8,3.8848101265822783,False,False,False,True
93.45,7.8,81.65,9.0,1.33,3,7,54.83,24.2,5.134615384615385,51.599999999999994,4.486263736263736,True,False,False,False
83.79,8.2,66.57,6.7,18.9,4,10,57.63,36.8,3.0140287769784173,107.2,2.3946043165467623,False,False,True,False
88.75,8.4,43.45,5.9,9.93,1,7,51.29,22.9,5.2514792899408285,15.9,2.5710059171597637,False,False,False,True
82.26,7.9,71.4,6.8,27.75,4,10,61.92,34.9,3.1760617760617764,99.6,2.756756756756757,True,False,False,False
82.97,9.2,76.72,8.0,22.84,2,8,48.96,18.1,7.474774774774775,20.2,6.911711711711712,False,False,False,True
97.53,8.8,24.02,7.4,3.56,3,5,37.72,19.9,6.133962264150943,44.7,1.510691823899371,False,True,False,False
95.19,6.5,69.83,7.3,6.92,5,11,58.24,36.8,3.551865671641791,129.0,2.605597014925373,True,False,False,False
93.29,8.1,70.19,6.1,15.83,1,6,57.33,20.0,6.219333333333334,14.0,4.679333333333333,False,False,False,True
95.42,8.2,39.55,6.8,7.83,2,12,55.33,32.6,4.417592592592593,41.2,1.8310185185185182,False,False,False,True
78.15,9.2,54.93,6.6,31.79,3,13,55.62,37.4,3.0767716535433074,73.19999999999999,2.1625984251968506,False,False,False,True
91.0,8.4,36.91,9.0,16.93,1,8,47.84,28.0,4.333333333333333,20.0,1.7576190476190474,True,False,False,False
91.7,7.8,77.07,9.0,4.19,5,12,60.12,37.0,3.526923076923077,125.0,2.964230769230769,False,False,False,False
85.23,8.8,78.61,5.1,19.63,2,11,73.87,34.6,3.464634146341463,47.2,3.1955284552845526,True,False,False,False
91.91,9.2,45.95,8.3,4.09,1,9,52.11,23.7,5.854140127388535,14.7,2.926751592356688,False,False,True,False
92.22,8.5,76.91,7.1,5.59,4,8,59.39,29.2,4.154054054054054,84.8,3.4644144144144144,True,False,False,False
91.15,8.0,70.44,7.2,9.96,3,13,63.73,38.2,3.4790076335877864,75.6,2.688549618320611,False,False,False,True
82.02,8.2,43.08,9.0,34.45,3,6,32.25,26.0,3.9057142857142857,60.0,2.051428571428571,False,True,False,False
76.02,6.9,69.97,5.1,37.02,6,14,57.72,42.8,2.551006711409396,172.8,2.347986577181208,True,False,False,False
86.65,8.2,32.0,7.3,33.14,4,10,40.73,27.3,4.7349726775956285,69.2,1.7486338797814207,True,False,False,False
93.99,8.4,79.25,9.0,13.7,2,8,60.47,25.7,5.02620320855615,35.4,4.237967914438503,False,False,False,True
90.57,9.4,54.27,8.6,11.26,1,7,46.52,22.3,5.556441717791411,15.3,3.3294478527607363,False,True,False,False
87.82,9.2,58.12,9.0,22.19,1,6,52.15,15.9,8.056880733944952,9.9,5.332110091743119,False,True,False,False
84.31,8.4,76.56,6.2,29.01,4,13,66.54,41.2,2.8873287671232877,112.8,2.621917808219178,False,False,True,False
74.13,8.3,62.88,8.6,39.74,2,9,47.15,28.7,3.581159420289855,39.4,3.03768115942029,True,False,False,False
89.97,9.4,71.12,9.0,5.7,1,6,50.37,22.0,5.29235294117647,16.0,4.183529411764706,False,True,False,False
90.25,9.3,57.53,9.0,2.45,2,7,42.45,16.8,8.356481481481481,19.6,5.326851851851852,False,True,False,False
85.14,8.3,85.93,8.9,27.93,3,11,69.89,36.6,3.200751879699248,76.80000000000001,3.230451127819549,False,False,False,False
84.26,7.8,68.03,7.4,33.37,5,11,64.21,35.0,3.3704,120.0,2.7212,False,False,False,False
78.75,8.5,33.41,9.0,33.93,1,2,30.9,8.5,10.5,6.5,4.454666666666666,False,True,False,False
81.0,7.7,90.25,5.6,27.3,7,16,74.63,48.9,2.3893805309734515,230.29999999999998,2.662241887905605,False,False,True,False
79.23,8.8,61.49,8.4,38.18,3,6,39.65,23.3,4.329508196721312,51.900000000000006,3.3601092896174864,False,True,False,False
82.77,9.2,66.46,8.4,5.0,1,7,41.24,22.6,4.986144578313253,15.6,4.003614457831325,False,False,False,True
75.69,8.2,86.2,7.8,36.6,4,13,62.01,36.5,3.0893877551020408,94.0,3.5183673469387755,True,False,False,False
79.8,9.2,44.14,7.4,38.73,4,9,48.02,34.0,3.069230769230769,100.0,1.6976923076923076,False,False,True,False
84.19,7.8,51.57,7.7,33.96,5,11,48.41,33.2,3.6288793103448276,111.0,2.222844827586207,False,False,False,True
89.73,7.1,53.15,6.1,12.74,5,11,61.35,40.3,2.9613861386138614,146.5,1.754125412541254,False,False,True,False
86.8,7.9,62.67,7.6,8.25,3,13,54.16,38.6,3.263157894736842,76.80000000000001,2.356015037593985,False,False,False,True
88.21,8.5,76.37,8.1,22.15,2,6,62.6,23.1,4.873480662983424,34.2,4.219337016574586,True,False,False,False
86.47,8.2,85.15,7.2,18.39,4,9,68.79,29.9,3.9484018264840186,83.6,3.888127853881279,True,False,False,False
78.99,8.6,61.0,7.2,35.17,4,8,50.27,24.5,4.513714285714285,66.0,3.4857142857142858,False,False,False,False
96.08,7.9,71.24,8.0,4.45,5,13,61.31,37.1,3.8278884462151392,120.5,2.8382470119521908,False,False,False,True
89.84,7.7,86.44,7.8,10.68,4,13,66.19,38.3,3.4159695817490494,101.2,3.2866920152091255,False,False,False,False
84.78,7.6,65.58,7.0,30.2,5,10,56.02,33.9,3.404819277108434,119.5,2.6337349397590364,False,False,False,True
89.76,9.1,49.35,7.0,4.25,2,8,52.34,22.7,5.7171974522293,29.4,3.143312101910828,False,False,False,False
87.58,9.2,65.43,9.0,13.17,2,9,57.68,27.1,4.5853403141361255,36.2,3.42565445026178,True,False,False,False
85.42,9.6,93.35,8.2,15.79,3,13,73.18,38.8,3.187313432835821,77.4,3.4832089552238803,False,False,True,False
87.97,7.7,90.32,8.6,25.09,6,14,75.71,45.5,2.706769230769231,189.0,2.779076923076923,False,False,False,False
96.96,8.9,63.33,5.6,6.75,3,10,61.8,31.3,4.347982062780269,63.900000000000006,2.839910313901345,False,False,False,True
77.7,9.1,76.78,8.2,34.49,1,7,52.31,19.4,5.798507462686567,12.4,5.7298507462686565,False,False,False,True
88.86,9.1,43.02,7.4,18.18,3,7,44.55,22.6,5.35301204819277,46.8,2.591566265060241,True,False,False,False
83.51,8.4,41.53,5.9,36.72,3,7,42.13,26.1,4.154726368159204,57.300000000000004,2.066169154228856,False,False,False,True
91.49,8.0,76.41,7.3,18.98,4,10,67.61,32.9,3.828033472803347,91.6,3.197071129707113,False,True,False,False
90.29,8.0,47.44,7.4,11.36,4,10,62.93,33.8,3.6407258064516133,95.2,1.9129032258064516,False,False,True,False
96.06,9.3,46.51,7.4,6.1,2,9,55.88,29.7,4.426728110599079,41.4,2.1433179723502302,False,False,False,False
94.07,9.2,63.13,5.9,0.65,2,11,61.81,31.7,4.3350230414746544,41.4,2.9092165898617512,False,False,True,False
84.12,7.6,64.43,7.6,21.52,5,9,59.22,33.9,3.247876447876448,124.5,2.487644787644788,True,False,False,False
92.76,8.8,69.21,6.6,4.73,4,7,56.41,25.6,4.7326530612244895,74.4,3.531122448979591,False,False,False,False
84.57,8.7,52.06,7.6,15.97,2,7,45.85,21.4,5.491558441558441,28.8,3.3805194805194807,False,False,False,False
88.93,9.4,74.63,8.7,23.78,2,7,57.07,26.0,4.4465,38.0,3.7314999999999996,False,True,False,False
90.5,7.7,82.33,7.8,11.39,3,9,58.04,30.6,4.004424778761062,64.80000000000001,3.6429203539823005,True,False,False,False
95.4,9.0,49.56,7.3,7.42,3,10,52.05,29.3,4.699507389162561,57.900000000000006,2.4413793103448276,False,False,False,True
78.8,8.8,47.89,8.2,31.1,2,6,40.5,22.1,4.6081871345029235,32.2,2.800584795321637,False,True,False,False
75.52,7.2,62.64,6.6,37.9,3,11,53.71,34.2,3.1206611570247933,69.6,2.5884297520661157,False,True,False,False
94.21,8.7,76.46,7.3,4.47,5,11,69.19,31.0,4.486190476190476,100.0,3.6409523809523807,False,False,True,False
94.28,6.9,61.03,8.0,6.65,4,14,67.1,42.4,3.206802721088436,113.6,2.0758503401360544,False,False,True,False
81.84,7.8,62.78,8.8,38.42,4,9,52.33,30.0,3.72,84.0,2.8536363636363635,False,False,True,False
90.61,8.1,43.14,8.1,1.99,2,6,46.8,22.3,5.23757225433526,32.6,2.4936416184971097,False,True,False,False
77.53,9.5,40.95,9.0,39.12,2,8,34.11,22.0,5.168666666666667,28.0,2.73,False,False,False,True
90.92,8.1,61.2,7.9,0.68,4,10,51.06,30.2,4.288679245283019,80.8,2.8867924528301887,False,False,False,False
84.82,7.6,77.75,4.9,35.01,3,10,68.08,33.1,3.519502074688796,69.30000000000001,3.226141078838174,False,False,True,False
90.18,8.3,68.81,8.2,12.64,5,12,59.82,37.5,3.4030188679245286,127.5,2.596603773584906,False,False,False,True
78.21,7.7,74.84,7.5,37.57,2,12,56.21,34.2,3.3711206896551724,44.4,3.2258620689655175,True,False,False,False
85.82,8.6,60.61,8.0,13.02,4,10,59.78,30.9,3.9187214611872148,83.6,2.767579908675799,False,False,True,False
85.64,8.0,78.05,6.3,26.35,4,12,63.1,39.4,3.015492957746479,109.6,2.7482394366197185,False,False,False,False
95.4,9.0,32.36,9.0,3.66,3,5,31.87,19.1,6.3178807947019875,42.3,2.1430463576158942,True,False,False,False
86.84,7.7,58.24,7.6,10.07,2,6,52.97,22.5,4.962285714285715,33.0,3.3280000000000003,True,False,False,False
87.1,7.7,79.66,6.9,31.06,5,16,70.56,52.6,2.3164893617021276,183.0,2.1186170212765956,False,False,False,False
86.65,9.0,74.65,6.5,21.38,3,11,59.3,32.4,3.868303571428572,64.19999999999999,3.332589285714286,False,False,True,False
80.55,8.7,50.07,7.6,37.15,4,12,49.34,34.0,3.502173913043478,88.0,2.1769565217391302,False,True,False,False
91.57,8.7,71.46,8.9,17.44,4,8,48.93,28.5,4.2590697674418605,82.0,3.323720930232558,False,False,False,False
82.11,7.6,85.88,8.1,34.86,4,12,58.99,40.4,2.792857142857143,113.6,2.9210884353741497,False,False,False,False
85.48,9.1,67.15,8.1,18.23,4,12,57.18,34.7,3.606751054852321,90.8,2.8333333333333335,False,False,False,False
80.66,7.3,75.99,8.1,39.18,4,10,61.05,35.3,3.0669201520912543,101.2,2.8893536121673002,True,False,False,False
81.54,7.6,81.94,9.0,38.41,3,7,51.51,22.8,4.853571428571429,47.400000000000006,4.877380952380952,False,False,False,True
86.78,9.8,62.81,8.3,13.5,1,5,44.16,25.0,4.132380952380952,20.0,2.9909523809523813,False,True,False,False
75.92,6.8,71.53,7.1,35.49,4,13,60.71,41.8,2.5476510067114093,115.2,2.4003355704697986,False,False,True,False
78.61,9.4,42.06,8.6,33.98,3,9,45.6,23.2,5.17171052631579,42.599999999999994,2.767105263157895,False,False,True,False
88.01,8.4,48.6,9.0,8.82,3,4,42.51,15.6,6.984920634920636,34.8,3.857142857142857,False,False,False,True
80.54,8.5,67.1,8.4,25.16,3,11,56.65,33.7,3.39831223628692,68.1,2.831223628691983,False,False,False,False
90.63,8.7,67.85,8.6,3.37,2,6,49.63,18.0,6.9715384615384615,24.0,5.2192307692307685,False,True,False,False
76.78,8.6,64.1,7.5,33.55,3,11,52.71,30.9,3.673684210526316,59.699999999999996,3.0669856459330145,False,False,True,False
89.57,8.5,92.8,7.8,7.39,4,13,73.7,33.0,4.265238095238095,80.0,4.419047619047619,False,False,True,False
92.07,8.6,50.95,8.4,3.3,1,6,51.82,17.9,7.137209302325581,11.9,3.949612403100775,False,False,False,False
86.54,9.7,68.95,9.0,16.31,2,8,51.19,21.7,5.887074829931973,27.4,4.690476190476191,False,False,False,True
81.68,8.5,47.05,7.8,23.29,4,11,43.42,30.4,4.003921568627452,77.6,2.3063725490196076,False,True,False,False
79.46,8.4,54.73,6.9,34.27,2,10,48.43,31.0,3.6118181818181814,42.0,2.487727272727273,False,False,False,True
76.79,8.3,72.14,6.2,38.98,6,11,64.69,31.0,3.656666666666667,120.0,3.435238095238095,False,False,False,True
90.7,9.4,40.29,5.3,17.86,3,9,47.03,24.4,5.5304878048780495,46.2,2.456707317073171,False,True,False,False
89.72,8.6,29.32,7.9,2.89,3,10,38.59,26.6,5.097727272727273,49.800000000000004,1.6659090909090908,False,True,False,False
83.49,7.3,68.61,7.8,30.09,3,10,59.95,33.6,3.39390243902439,70.80000000000001,2.7890243902439025,False,False,True,False
89.26,8.1,69.08,9.0,22.82,3,11,56.31,35.6,3.48671875,73.80000000000001,2.6984375,False,False,True,False
84.73,7.7,67.84,7.1,18.19,3,9,48.06,27.8,4.27929292929293,56.400000000000006,3.426262626262626,False,True,False,False
91.35,8.7,85.26,7.7,12.72,2,8,59.84,24.2,5.311046511627907,32.4,4.956976744186047,True,False,False,False
90.02,7.9,43.04,6.5,20.34,4,9,49.7,32.6,3.659349593495935,94.4,1.7495934959349593,False,False,True,False
